product_a,product_b,bucket_start,count,wow_change,z_score
enalapril,sacubitril_valsartan,2016-01-01 00:00:00+00:00,0.003264046243244609,,
enalapril,sacubitril_valsartan,2016-02-01 00:00:00+00:00,0.00107383369953643,-0.6710114932474145,
enalapril,sacubitril_valsartan,2016-03-01 00:00:00+00:00,0.00789584768459528,6.352952033451631,
enalapril,sacubitril_valsartan,2016-04-01 00:00:00+00:00,0.001892861060626137,-0.7602713304210402,
enalapril,sacubitril_valsartan,2016-05-01 00:00:00+00:00,0.004308783129308619,1.2763335455182976,0.2945497545541049
enalapril,sacubitril_valsartan,2016-06-01 00:00:00+00:00,0.005471300908364011,0.26980187773848974,0.6332293693327636
enalapril,sacubitril_valsartan,2016-07-01 00:00:00+00:00,0.00436110693625733,-0.2029122489698054,-0.24566987413338506
enalapril,sacubitril_valsartan,2016-08-01 00:00:00+00:00,0.005550463088648993,0.27271886926312316,1.1800029232778368
enalapril,sacubitril_valsartan,2016-09-01 00:00:00+00:00,0.0053405000139320835,-0.037828028285837194,0.7090658360941028
enalapril,sacubitril_valsartan,2016-10-01 00:00:00+00:00,0.0061333138214030025,0.14845310465362005,1.987722883195339
enalapril,sacubitril_valsartan,2016-11-01 00:00:00+00:00,0.005925793806872503,-0.033834892616505456,0.9072407484422043
enalapril,sacubitril_valsartan,2016-12-01 00:00:00+00:00,0.011310892708839124,0.9087557004972387,17.971268836190976
enalapril,sacubitril_valsartan,2022-01-01 00:00:00+00:00,0.4038292288456415,34.70268406224568,164.9974590330109
enalapril,sacubitril_valsartan,2022-02-01 00:00:00+00:00,0.2982470544428856,-0.2614525320630353,1.1162871400450913
enalapril,sacubitril_valsartan,2022-03-01 00:00:00+00:00,0.06885599251786198,-0.7691310224455279,-0.6332499473614077
enalapril,sacubitril_valsartan,2022-04-01 00:00:00+00:00,0.23732042239340403,2.4466197307640374,0.2590789796642181
enalapril,sacubitril_valsartan,2022-05-01 00:00:00+00:00,0.21162172855945477,-0.10828690415588743,-0.33313613451364293
enalapril,sacubitril_valsartan,2022-06-01 00:00:00+00:00,0.24658472013230082,0.16521456379193714,0.5060135769186691
enalapril,sacubitril_valsartan,2022-07-01 00:00:00+00:00,0.08680804745587616,-0.647958529590557,-1.4539326035302136
enalapril,sacubitril_valsartan,2022-09-01 00:00:00+00:00,0.4289960502086003,3.941892633014878,3.641690405795555
enalapril,sacubitril_valsartan,2022-10-01 00:00:00+00:00,0.09304189582974172,-0.7831171271052498,-1.2286410167959536
enalapril,sacubitril_valsartan,2022-11-01 00:00:00+00:00,0.113246176475748,0.21715250388898236,-0.7200618367280354
enalapril,sacubitril_valsartan,2023-01-01 00:00:00+00:00,0.5764113370336518,4.089896674410831,2.753269251295074
enalapril,sacubitril_valsartan,2023-02-01 00:00:00+00:00,0.27024341482632475,-0.5311622144403667,-0.1581899177117263
enalapril,sacubitril_valsartan,2023-04-01 00:00:00+00:00,0.8218573174399377,2.041174261241905,2.8886516774768243
enalapril,sacubitril_valsartan,2023-05-01 00:00:00+00:00,0.15788940853732833,-0.8078870806563487,-1.0501771324440272
enalapril,sacubitril_valsartan,2023-07-01 00:00:00+00:00,0.15834548004472554,0.0028885503570012117,-1.1443350533562582
enalapril,sacubitril_valsartan,2023-08-01 00:00:00+00:00,0.19309694709725492,0.2194661132273156,-0.5780092465501923
enalapril,sacubitril_valsartan,2023-09-01 00:00:00+00:00,0.20519514378202022,0.0626534850324275,-0.45133773216143086
enalapril,sacubitril_valsartan,2023-11-01 00:00:00+00:00,0.5652279002020688,1.7545871202610581,18.44790151325234
enalapril,sacubitril_valsartan,2023-12-01 00:00:00+00:00,0.4430849239329251,-0.2160950940770575,0.9837537724668899
enalapril,sacubitril_valsartan,2024-01-01 00:00:00+00:00,0.24623063833027797,-0.4442811636544132,-0.6648662013039373
enalapril,sacubitril_valsartan,2024-03-01 00:00:00+00:00,0.4415160101295573,0.7930994011286934,0.5227907934912119
enalapril,sacubitril_valsartan,2024-04-01 00:00:00+00:00,0.9547320133965098,1.1623950015229476,4.644957113501206
enalapril,sacubitril_valsartan,2024-06-01 00:00:00+00:00,0.5461567486684504,-0.42794759052284337,0.09428036312350466
enalapril,sacubitril_valsartan,2024-08-01 00:00:00+00:00,1.383117228741833,1.5324547066641985,3.230583087982794
enalapril,sacubitril_valsartan,2024-09-01 00:00:00+00:00,1.9525876305907066,0.4117296712202033,3.0155236284159876
enalapril,sacubitril_valsartan,2024-10-01 00:00:00+00:00,1.6124938349978537,-0.17417594491775307,0.7736453052225866
