product_a,product_b,bucket_start,count,wow_change,z_score
enalapril,sacubitril_valsartan,2022-01-01 00:00:00+00:00,0.9786412098240174,,
enalapril,sacubitril_valsartan,2022-02-01 00:00:00+00:00,0.3661937850724095,-0.6258140558599001,
enalapril,sacubitril_valsartan,2022-03-01 00:00:00+00:00,0.6141447576805344,0.6771031697304645,
enalapril,sacubitril_valsartan,2022-04-01 00:00:00+00:00,0.5244275438157029,-0.14608479962227508,
enalapril,sacubitril_valsartan,2022-05-01 00:00:00+00:00,0.5175537336737869,-0.013107263764032283,-0.4594355940034378
enalapril,sacubitril_valsartan,2022-06-01 00:00:00+00:00,0.6659157949432458,0.2866602086247749,1.8006903684489435
enalapril,sacubitril_valsartan,2022-07-01 00:00:00+00:00,0.3461311996068962,-0.48021776591679133,-3.7610144554928033
enalapril,sacubitril_valsartan,2022-08-01 00:00:00+00:00,0.8448329006516473,1.4407880642112885,2.9234360339809196
enalapril,sacubitril_valsartan,2022-09-01 00:00:00+00:00,0.8151735108338197,-0.03510681200382976,1.204392155286477
enalapril,sacubitril_valsartan,2022-10-01 00:00:00+00:00,0.7077550567149555,-0.13177372999889148,0.20089653674462404
enalapril,sacubitril_valsartan,2022-11-01 00:00:00+00:00,0.9390538914265563,0.32680633294967054,1.3124904592718154
enalapril,sacubitril_valsartan,2022-12-01 00:00:00+00:00,0.6888265947372179,-0.26646745088208684,-1.6709951199941355
enalapril,sacubitril_valsartan,2023-01-01 00:00:00+00:00,1.416635958560625,1.0565930081446129,6.302749413926472
enalapril,sacubitril_valsartan,2023-02-01 00:00:00+00:00,0.6708488176702792,-0.5264493932852756,-0.9109531312148612
enalapril,sacubitril_valsartan,2023-03-01 00:00:00+00:00,0.8215395031270353,0.2246268928073453,-0.35657736761990694
enalapril,sacubitril_valsartan,2023-04-01 00:00:00+00:00,1.4223289602570577,0.7312971011658363,1.7187739745382489
enalapril,sacubitril_valsartan,2023-05-01 00:00:00+00:00,1.3038262443079311,-0.0833159692731768,0.6483629843457471
enalapril,sacubitril_valsartan,2023-06-01 00:00:00+00:00,1.0851945202252427,-0.16768470878474903,0.09676556606889374
enalapril,sacubitril_valsartan,2023-07-01 00:00:00+00:00,0.4410559490379422,-0.5935696865236688,-3.1326479200854376
enalapril,sacubitril_valsartan,2023-08-01 00:00:00+00:00,1.4600797006575794,2.3104183354569714,1.0475659782080449
enalapril,sacubitril_valsartan,2023-09-01 00:00:00+00:00,1.0498826856410768,-0.28094152314545656,-0.05837167318748689
enalapril,sacubitril_valsartan,2023-10-01 00:00:00+00:00,0.40185891213222,-0.6172344609275674,-1.6625942223132175
enalapril,sacubitril_valsartan,2023-11-01 00:00:00+00:00,2.1455562599943816,4.339078455695536,2.9611790230946777
enalapril,sacubitril_valsartan,2023-12-01 00:00:00+00:00,0.4430849239329251,-0.7934871565968233,-1.296613448994628
enalapril,sacubitril_valsartan,2024-01-01 00:00:00+00:00,0.7506638604198075,0.6941760368570884,-0.36852573163814967
enalapril,sacubitril_valsartan,2024-02-01 00:00:00+00:00,1.0639562862562935,0.417353814876978,0.180804680824587
enalapril,sacubitril_valsartan,2024-03-01 00:00:00+00:00,1.1746027511566046,0.10399531101943961,0.11495453980144546
enalapril,sacubitril_valsartan,2024-04-01 00:00:00+00:00,3.2207173079147347,1.7419630208965267,8.271771999033232
enalapril,sacubitril_valsartan,2024-05-01 00:00:00+00:00,0.9305681030562627,-0.7110680590409338,-0.6374553380669989
enalapril,sacubitril_valsartan,2024-06-01 00:00:00+00:00,1.415377159732111,0.5209818121678478,-0.19346717628129764
enalapril,sacubitril_valsartan,2024-07-01 00:00:00+00:00,1.4361523479130243,0.01467819940293894,-0.2759646201187836
